club_team_id,club_name,club_url
607,Al Ittihad,https://www.thesportsdb.com/images/media/team/badge/zrs4e11693025293.png/small
112883,Al Khaleej,https://www.thesportsdb.com/images/media/team/badge/kiqcvh1676213514.png/small
112139,Al Nassr,https://www.thesportsdb.com/images/media/team/badge/9cyok11630591314.png/small
112392,Al Raed,https://www.thesportsdb.com/images/media/team/badge/9vkdcc1677530862.png/small
111674,Al Shabab,https://www.thesportsdb.com/images/media/team/badge/l64quu1723610337.png/small
112393,Al Taawon,https://www.thesportsdb.com/images/media/team/badge/rlsmp91646835052.png/small
112572,Al Tai,https://www.thesportsdb.com/images/media/team/badge/l64quu1723610337.png/small
112408,Al Wahda,https://www.thesportsdb.com/images/media/team/badge/99xc7w1578858847.png/small
113142,Alanyaspor,https://www.thesportsdb.com/images/media/team/badge/9fr3071601667898.png/small
1854,Albacete,https://www.thesportsdb.com/images/media/team/badge/17oqja1616436316.png/small
111707,Aldosivi,https://www.thesportsdb.com/images/media/team/badge/nqrjqb1517767667.png/small
111010,Alianza Lima,https://www.thesportsdb.com/images/media/team/badge/y5wov41580040189.png/small
1861,Almería,https://www.thesportsdb.com/images/media/team/badge/yswsww1473503818.png/small
114577,Always Ready,https://www.thesportsdb.com/images/media/team/badge/g7rlnw1618943620.png/small
101099,América de Cali,https://www.thesportsdb.com/images/media/team/badge/lwxcn71576156105.png/small
112001,América Mineiro,https://www.thesportsdb.com/images/media/team/badge/dsr3yb1646600492.png/small
1816,Amiens SC,https://www.thesportsdb.com/images/media/team/badge/nwgget1656423507.png/small
229,Anderlecht,https://www.thesportsdb.com/images/media/team/badge/blk65s1691182512.png/small
1530,Angers SCO,https://www.thesportsdb.com/images/media/team/badge/wxvz7z1625965667.png/small
101007,Ankaragücü,https://www.thesportsdb.com/images/media/team/badge/ds85xb1601668748.png/small
115494,Annecy,https://www.thesportsdb.com/images/media/team/badge/h6981f1655120883.png/small
741,Antalyaspor,https://www.thesportsdb.com/images/media/team/badge/vqoral1601669436.png/small
112533,Antofagasta,https://www.thesportsdb.com/images/media/team/badge/01yji51602188105.png/small
230,Antwerp,https://www.thesportsdb.com/images/media/team/badge/gawwcf1691182178.png/small
113796,Ümraniyespor,https://www.thesportsdb.com/images/media/team/badge/wpi9qz1580847576.png/small
100135,APOEL,https://www.thesportsdb.com/images/media/team/badge/ccra6l1579035947.png/small
100759,Argeş,https://www.thesportsdb.com/images/media/team/badge/vjy06i1580765128.png/small
111019,Argentinos Juniors,https://www.thesportsdb.com/images/media/team/badge/me7a601580842569.png/small
112513,Arouca,https://www.thesportsdb.com/images/media/team/badge/vgbzjq1628853833.png/small
1,Arsenal,https://www.thesportsdb.com/images/media/team/badge/uyhbfe1612467038.png/small
110394,Arsenal de Sarandi,https://www.thesportsdb.com/images/media/team/badge/t5yzu71580842576.png/small
2013,AS Eupen,https://www.thesportsdb.com/images/media/team/badge/tyvrty1464539199.png/small
1847,Ascoli,https://www.thesportsdb.com/images/media/team/badge/mi2bsf1579708272.png/small
111092,Śląsk Wrocław,https://www.thesportsdb.com/images/media/team/badge/vvvryp1448219776.png/small
2,Aston Villa,https://www.thesportsdb.com/images/media/team/badge/jykrpv1717309891.png/small
39,Atalanta,https://www.thesportsdb.com/images/media/team/badge/lrvxg71534873930.png/small
448,Athletic Club,https://www.thesportsdb.com/images/media/team/badge/y4dp9v1641554845.png/small
1039,Athletico PR,https://www.thesportsdb.com/images/media/team/badge/218p631699892788.png/small
113146,ATK Mohun Bagan,https://www.thesportsdb.com/images/media/team/badge/g3zmfx1694438403.png/small
112119,Atlético GO,https://www.thesportsdb.com/images/media/team/badge/0ulh3q1719984315.png/small
240,Atlético Madrid,https://www.thesportsdb.com/images/media/team/badge/0ulh3q1719984315.png/small
1035,Atlético Mineiro,https://www.thesportsdb.com/images/media/team/badge/dsr3yb1646600492.png/small
101100,Atlético Nacional,https://www.thesportsdb.com/images/media/team/badge/efl4o41576157720.png/small
111708,Atlético Tucumán,https://www.thesportsdb.com/images/media/team/badge/sqvwxw1471876021.png/small
112885,Atlanta United,https://www.thesportsdb.com/images/media/team/badge/ej091x1602103070.png/small
114161,Austin,https://www.thesportsdb.com/images/media/team/badge/uprptt1423351492.png/small
1787,Austria Klagenfurt,https://www.thesportsdb.com/images/media/team/badge/gbm0f61583516524.png/small
781,Austria Lustenau,https://www.thesportsdb.com/images/media/team/badge/v1cf6v1583516534.png/small
256,Austria Wien,https://www.thesportsdb.com/images/media/team/badge/iezqva1601148777.png/small
57,Auxerre,https://www.thesportsdb.com/images/media/team/badge/lzdtbf1658753355.png/small
114512,Ayacucho,https://www.thesportsdb.com/images/media/team/badge/p8ncdl1580040986.png/small
1906,AZ,https://www.thesportsdb.com/images/media/team/badge/cf4ozx1655760184.png/small
110404,Banfield,https://www.thesportsdb.com/images/media/team/badge/udyvv91517768017.png/small
110981,Barcelona Guayaquil,https://www.thesportsdb.com/images/media/team/badge/jfuvaf1579959704.png/small
1848,Bari 1908,https://www.thesportsdb.com/images/media/team/badge/isfrtg1579724972.png/small
1932,Barnsley,https://www.thesportsdb.com/images/media/team/badge/xvxsuv1447437855.png/small
113044,Barracas Central,https://www.thesportsdb.com/images/media/team/badge/rbkjba1707458543.png/small
381,Barrow,https://www.thesportsdb.com/images/media/team/badge/6ubn501512067488.png/small
896,Basel,https://www.thesportsdb.com/images/media/team/badge/xppxwr1473791183.png/small
58,Bastia,https://www.thesportsdb.com/images/media/team/badge/xxxxws1473504705.png/small
32,Bayer 04 Leverkusen,https://www.thesportsdb.com/images/media/team/badge/3x9k851726760113.png/small
110194,Bayreuth,https://www.thesportsdb.com/images/media/team/badge/kpeqxg1704630764.png/small
327,Beşiktaş,https://www.thesportsdb.com/images/media/team/badge/cg07mt1679455607.png/small
111768,Beijing Guoan,https://www.thesportsdb.com/images/media/team/badge/cdkguq1652626854.png/small
112026,Benevento,https://www.thesportsdb.com/images/media/team/badge/rvwtpt1426870819.png/small
234,Benfica,https://www.thesportsdb.com/images/media/team/badge/0pywy21662316682.png/small
113302,Bengaluru,https://www.thesportsdb.com/images/media/team/badge/p4q3g71589284427.png/small
88,Birmingham City,https://www.thesportsdb.com/images/media/team/badge/5o8jml1605372071.png/small
3,Blackburn Rovers,https://www.thesportsdb.com/images/media/team/badge/dljk551610530808.png/small
1926,Blackpool,https://www.thesportsdb.com/images/media/team/badge/utywru1448754934.png/small
1898,Boavista,https://www.thesportsdb.com/images/media/team/badge/usi98v1628853974.png/small
1877,Boca Juniors,https://www.thesportsdb.com/images/media/team/badge/rjl2be1517768150.png/small
918,Bodø / Glimt,https://www.thesportsdb.com/images/media/team/badge/uqpwwx1449165943.png/small
305,Bohemians,https://www.thesportsdb.com/images/media/team/badge/nw4syh1681105738.png/small
189,Bologna,https://www.thesportsdb.com/images/media/team/badge/2qi1u31655592366.png/small
4,Bolton Wanderers,https://www.thesportsdb.com/images/media/team/badge/yvxxrv1448808301.png/small
59,Bordeaux,https://www.thesportsdb.com/images/media/team/badge/u45vc51627132724.png/small
22,Borussia Dortmund,https://www.thesportsdb.com/images/media/team/badge/tqo8ge1716960353.png/small
110676,Borussia Dortmund II,https://www.thesportsdb.com/images/media/team/badge/tqo8ge1716960353.png/small
23,Borussia Mönchengladbach,https://www.thesportsdb.com/images/media/team/badge/sysurw1473453380.png/small
110752,Botoşani,https://www.thesportsdb.com/images/media/team/badge/1volx41719994247.png/small
269,Brøndby,https://www.thesportsdb.com/images/media/team/badge/ywswyw1473535498.png/small
1804,Bradford City,https://www.thesportsdb.com/images/media/team/badge/trwxxv1424033151.png/small
112472,Bragantino,https://www.thesportsdb.com/images/media/team/badge/2p7tl41701423595.png/small
1925,Brentford,https://www.thesportsdb.com/images/media/team/badge/grv1aw1546453779.png/small
190,Brescia,https://www.thesportsdb.com/images/media/team/badge/k0qhbd1566756266.png/small
378,Brest,https://www.thesportsdb.com/images/media/team/badge/z69be41598797026.png/small
1808,Brighton & Hove Albion,https://www.thesportsdb.com/images/media/team/badge/ywypts1448810904.png/small
111395,Brisbane Roar,https://www.thesportsdb.com/images/media/team/badge/sypxsu1473454634.png/small
1919,Bristol City,https://www.thesportsdb.com/images/media/team/badge/0ejxwz1601721013.png/small
1962,Bristol Rovers,https://www.thesportsdb.com/images/media/team/badge/kkmj4o1689317429.png/small
10846,Burgos,https://www.thesportsdb.com/images/media/team/badge/ozodku1645212250.png/small
1796,Burnley,https://www.thesportsdb.com/images/media/team/badge/ql7nl31686893820.png/small
15015,Burton Albion,https://www.thesportsdb.com/images/media/team/badge/uvpqpw1423804499.png/small
1968,Cádiz,https://www.thesportsdb.com/images/media/team/badge/e2phzp1639408503.png/small
210,Caen,https://www.thesportsdb.com/images/media/team/badge/uwuuqu1467461847.png/small
1842,Cagliari,https://www.thesportsdb.com/images/media/team/badge/wvsvxt1447534471.png/small
1944,Cambridge United,https://www.thesportsdb.com/images/media/team/badge/ysvrwy1423804324.png/small
110989,Caracas,https://www.thesportsdb.com/images/media/team/badge/e87b3o1639000318.png/small
1961,Cardiff City,https://www.thesportsdb.com/images/media/team/badge/xtytpt1448808285.png/small
1480,Carlisle United,https://www.thesportsdb.com/images/media/team/badge/wqqpuy1423804947.png/small
114510,Casa Pia,https://www.thesportsdb.com/images/media/team/badge/d8ugsc1678717133.png/small
111059,Ceará,https://www.thesportsdb.com/images/media/team/badge/rxxvyp1464886685.png/small
450,Celta de Vigo,https://www.thesportsdb.com/images/media/team/badge/xfjtku1690436219.png/small
78,Celtic,https://www.thesportsdb.com/images/media/team/badge/tswuut1447597436.png/small
111396,Central Coast Mariners,https://www.thesportsdb.com/images/media/team/badge/16igq81547381432.png/small
112965,Central Cordoba SdE,https://www.thesportsdb.com/images/media/team/badge/d62xkc1576101576.png/small
1750,Cercle Brugge,https://www.thesportsdb.com/images/media/team/badge/0v6uv41656017321.png/small
115536,Cerro Largo,https://www.thesportsdb.com/images/media/team/badge/f2lnua1580234598.png/small
112716,Cerro Porteño,https://www.thesportsdb.com/images/media/team/badge/xkxqtz1652126507.png/small
110816,CFR Cluj,https://www.thesportsdb.com/images/media/team/badge/81uzfv1507891573.png/small
111769,Changchun Yatai,https://www.thesportsdb.com/images/media/team/badge/r4c0lo1580938099.png/small
114640,Charlotte,https://www.thesportsdb.com/images/media/team/badge/xqtvvp1422380623.png/small
89,Charlton Athletic,https://www.thesportsdb.com/images/media/team/badge/c5nazz1610532336.png/small
518,Chaves,https://www.thesportsdb.com/images/media/team/badge/0e88hj1628850708.png/small
5,Chelsea,https://www.thesportsdb.com/images/media/team/badge/yvwvtu1448813215.png/small
1936,Cheltenham Town,https://www.thesportsdb.com/images/media/team/badge/l97ond1539029659.png/small
116360,Chengdu Qianbao,https://www.thesportsdb.com/images/media/team/badge/17njkn1581170604.png/small
113297,Chennaiyin,https://www.thesportsdb.com/images/media/team/badge/g5rypn1583254717.png/small
693,Chicago Fire,https://www.thesportsdb.com/images/media/team/badge/8xuc781639493166.png/small
113387,Chindia Târgovişte,https://www.thesportsdb.com/images/media/team/badge/zfym7d1638479420.png/small
111011,Cienciano,https://www.thesportsdb.com/images/media/team/badge/wyz4vq1580040141.png/small
113149,Cincinnati,https://www.thesportsdb.com/images/media/team/badge/qqtwwv1420941670.png/small
111993,Cittadella,https://www.thesportsdb.com/images/media/team/badge/olg5r11720176835.png/small
1815,Clermont,https://www.thesportsdb.com/images/media/team/badge/wrytst1426871249.png/small
231,Club Brugge,https://www.thesportsdb.com/images/media/team/badge/ov3w9j1536001717.png/small
110406,Colón,https://www.thesportsdb.com/images/media/team/badge/l72gz21712750680.png/small
1935,Colchester United,https://www.thesportsdb.com/images/media/team/badge/ttvpqt1424033597.png/small
110980,Colo-Colo,https://www.thesportsdb.com/images/media/event/thumb/jdxo4o1705926527.jpg/small
694,Colorado Rapids,https://www.thesportsdb.com/images/media/team/badge/uppupv1473536412.png/small
687,Columbus Crew,https://www.thesportsdb.com/images/media/team/badge/dzs8cp1629059854.png/small
1745,Como,https://www.thesportsdb.com/images/media/team/badge/02x81t1627405841.png/small
1041,Corinthians,https://www.thesportsdb.com/images/media/team/badge/vvuvps1473538042.png/small
112168,Cosenza,https://www.thesportsdb.com/images/media/team/badge/u6z5yu1656094382.png/small
1800,Coventry City,https://www.thesportsdb.com/images/media/team/badge/uxyqys1424033798.png/small
110747,Cracovia Kraków,https://www.thesportsdb.com/images/media/team/badge/bgqbo51714200086.png/small
110890,Crawley Town,https://www.thesportsdb.com/images/media/team/badge/a9hv3n1689632800.png/small
111434,Cremonese,https://www.thesportsdb.com/images/media/team/badge/6ng2vy1579708291.png/small
121,Crewe Alexandra,https://www.thesportsdb.com/images/media/team/badge/xurvtu1424033658.png/small
1799,Crystal Palace,https://www.thesportsdb.com/images/media/team/badge/ia6i3m1656014992.png/small
115530,Cuiabá,https://www.thesportsdb.com/images/media/team/badge/ma6ltv1618954231.png/small
2056,Daegu,https://www.thesportsdb.com/images/media/team/badge/xzjzn11579473073.png/small
112378,Dalian Professional,https://www.thesportsdb.com/images/media/team/badge/4gv9fe1583004521.png
695,Dallas,https://www.thesportsdb.com/images/media/team/badge/vxy8xy1602103187.png/small
110502,Darmstadt 98,https://www.thesportsdb.com/images/media/team/badge/5f3dyd1608236981.png/small
688,DC United,https://www.thesportsdb.com/images/media/team/badge/c0mkjx1724085101.png/small
111710,Defensa y Justicia,https://www.thesportsdb.com/images/media/team/badge/e5dof21626200467.png/small
113892,Degerfors,https://www.thesportsdb.com/images/media/team/badge/wrytvq1429977939.png/small
114580,Delfin,https://www.thesportsdb.com/images/media/team/badge/drhsv91579961166.png/small
111722,Deportes Tolima,https://www.thesportsdb.com/images/media/team/badge/fq7ho31678434354.png/small
463,Deportivo Alavés,https://www.thesportsdb.com/images/media/team/badge/m9c0ia1680934524.png/small
101102,Deportivo Cali,https://www.thesportsdb.com/images/media/team/badge/isc2yu1580833286.png/small
112853,Deportivo La Guaira,https://www.thesportsdb.com/images/media/team/badge/owmbsz1639000467.png/small
110990,Deportivo Táchira,https://www.thesportsdb.com/images/media/team/badge/fnzpsj1721136362.png/small
91,Derby County,https://www.thesportsdb.com/images/media/team/badge/9zvboc1713513775.png/small
445,Derry City,https://www.thesportsdb.com/images/media/team/badge/i5u42j1602256316.png/small
113217,Dhamk,https://www.thesportsdb.com/images/media/team/badge/z2l4w31677530963.png/small
110569,Dijon,https://www.thesportsdb.com/images/media/team/badge/viin5f1547898121.png/small
211,Dinamo Zagreb,https://www.thesportsdb.com/images/media/team/badge/araidi1579955395.png/small
710,Djurgården,https://www.thesportsdb.com/images/media/team/badge/eoxtmh1644937914.png/small
142,Doncaster Rovers,https://www.thesportsdb.com/images/media/team/badge/kb60i91656835900.png/small
1572,Drogheda United,https://www.thesportsdb.com/images/media/team/badge/w1j16u1582565320.png/small
159,DSC Arminia Bielefeld,https://www.thesportsdb.com/images/media/team/badge/xrrwpx1447591964.png/small
837,Dundalk,https://www.thesportsdb.com/images/media/team/badge/o87ec11681105824.png/small
181,Dundee United,https://www.thesportsdb.com/images/media/team/badge/orfh821655722356.png/small
503,Dynamo Dresden,https://www.thesportsdb.com/images/media/team/badge/yxqvxp1471898795.png/small
101047,Dynamo Kyiv,https://www.thesportsdb.com/images/media/team/badge/dtz3971593009348.png/small
111629,East Bengal,https://www.thesportsdb.com/images/media/team/badge/2dcje31694990604.png/small
110500,Eintracht Braunschweig,https://www.thesportsdb.com/images/media/team/badge/lrrq0z1599820707.png/small
1824,Eintracht Frankfurt,https://www.thesportsdb.com/images/media/team/badge/rurwpy1473453269.png/small
468,Elche,https://www.thesportsdb.com/images/media/team/badge/e4vaw51655594332.png/small
700,Elfsborg,https://www.thesportsdb.com/images/media/team/badge/svqvqq1421957626.png/small
580,Elversberg,https://www.thesportsdb.com/images/media/team/badge/z079go1677573926.png/small
110984,Emelec,https://www.thesportsdb.com/images/media/team/badge/15ovlq1579959696.png/small
1746,Empoli,https://www.thesportsdb.com/images/media/team/badge/c1ie6b1622561483.png/small
506,Erzgebirge Aue,https://www.thesportsdb.com/images/media/team/badge/vudwit1608236951.png/small
452,Espanyol,https://www.thesportsdb.com/images/media/team/badge/867nzz1681703222.png/small
10020,Estoril,https://www.thesportsdb.com/images/media/team/badge/lq9h8m1628854051.png/small
101083,Estudiantes,https://www.thesportsdb.com/images/media/team/badge/linsx31718390472.png/small
111332,Estudiantes Mérida,https://www.thesportsdb.com/images/media/team/badge/e3bjw81581367384.png/small
112584,Everton,https://www.thesportsdb.com/images/media/team/badge/eqayrf1523184794.png/small
1971,Excelsior,https://www.thesportsdb.com/images/media/team/badge/bmbn9v1625172555.png/small
143,Exeter City,https://www.thesportsdb.com/images/media/team/badge/98wt4h1521144923.png/small
112809,Famalicão,https://www.thesportsdb.com/images/media/team/badge/a3f4er1563653256.png/small
111117,Fatih Karagümrük,https://www.thesportsdb.com/images/media/team/badge/bfb84y1580847945.png/small
114554,FC Andorra,https://www.thesportsdb.com/images/media/team/badge/4oyjtu1538210898.png/small
100409,FC Augsburg,https://www.thesportsdb.com/images/media/team/badge/xqyyvq1473453233.png/small
241,FC Barcelona,https://www.thesportsdb.com/images/media/team/badge/wq9sir1639406443.png/small
21,FC Bayern München,https://www.thesportsdb.com/images/media/team/badge/z2r3eh1678017187.png/small
100851,FC Cartagena,https://www.thesportsdb.com/images/media/team/badge/xzrxd71677472112.png/small
100628,FC Emmen,https://www.thesportsdb.com/images/media/team/badge/knwhs41532855745.png/small
1915,FC Groningen,https://www.thesportsdb.com/images/media/team/badge/f36qnp1666107447.png/small
31,FC Köln,https://www.thesportsdb.com/images/media/team/badge/2j1sc91566049407.png/small
1908,FC Twente,https://www.thesportsdb.com/images/media/team/badge/rsrxrt1473534783.png/small
1831,FC Union Berlin,https://www.thesportsdb.com/images/media/team/badge/q0o5001599679795.png/small
1903,FC Utrecht,https://www.thesportsdb.com/images/media/team/badge/yuhha71625167104.png/small
645,FC Volendam,https://www.thesportsdb.com/images/media/team/badge/rdouic1625167940.png/small
100761,FCSB,https://www.thesportsdb.com/images/media/team/badge/r7w3d01625317356.png/small
326,Fenerbahçe,https://www.thesportsdb.com/images/media/team/badge/twxxvs1448199691.png/small
1874,Ferencváros,https://www.thesportsdb.com/images/media/team/badge/wk17od1688115265.png/small
246,Feyenoord,https://www.thesportsdb.com/images/media/team/badge/uturtx1473534803.png/small
111131,Finn Harps,https://www.thesportsdb.com/images/media/team/badge/pfu09n1579281537.png/small
110374,Fiorentina,https://www.thesportsdb.com/images/media/team/badge/hc8nhu1656098030.png/small
1043,Flamengo,https://www.thesportsdb.com/images/media/team/badge/syptwx1473538074.png/small
112260,Fleetwood Town,https://www.thesportsdb.com/images/media/team/badge/txwuwp1424032712.png/small
567,Fluminense,https://www.thesportsdb.com/images/media/team/badge/stvvwp1473538082.png/small
561,Forest Green Rovers,https://www.thesportsdb.com/images/media/team/badge/jbgjqk1505824045.png/small
111052,Fortaleza,https://www.thesportsdb.com/images/media/team/badge/tosmdr1532853458.png/small
110636,Fortuna Düsseldorf,https://www.thesportsdb.com/images/media/team/badge/rsruww1473454140.png/small
634,Fortuna Sittard,https://www.thesportsdb.com/images/media/team/badge/aqr7it1685596947.png/small
110691,Freiburg II,https://www.thesportsdb.com/images/media/team/badge/urwtup1473453288.png/small
111657,Frosinone,https://www.thesportsdb.com/images/media/team/badge/a7xa151603170120.png/small
169,FSV Mainz 05,https://www.thesportsdb.com/images/media/team/badge/tsubk21690957896.png/small
144,Fulham,https://www.thesportsdb.com/images/media/team/badge/xwwvyt1448811086.png/small
420,Górnik Zabrze,https://www.thesportsdb.com/images/media/team/badge/vxrpxs1448218657.png/small
325,Galatasaray,https://www.thesportsdb.com/images/media/team/badge/75fphr1537381190.png/small
112115,Gangwon,https://www.thesportsdb.com/images/media/team/badge/c4igx71579729617.png/small
110776,Gaziantep F.K.,https://www.thesportsdb.com/images/media/team/badge/00s02e1523093962.png/small
116007,General Caballero JLM,https://www.thesportsdb.com/images/media/team/badge/2prn101678717641.png/small
673,Genk,https://www.thesportsdb.com/images/media/team/badge/tp06te1534875918.png/small
110556,Genoa,https://www.thesportsdb.com/images/media/team/badge/52s8dn1655553600.png/small
674,Gent,https://www.thesportsdb.com/images/media/team/badge/vywrqv1447617922.png/small
1860,Getafe,https://www.thesportsdb.com/images/media/team/badge/eyh2891655594452.png/small
1596,GIF Sundsvall,https://www.thesportsdb.com/images/media/team/badge/qpvpvy1429902703.png/small
1888,Gil Vicente,https://www.thesportsdb.com/images/media/team/badge/88bsg41626201503.png/small
1802,Gillingham,https://www.thesportsdb.com/images/media/team/badge/sqxvpp1424033506.png/small
101084,Gimnasia La Plata,https://www.thesportsdb.com/images/media/team/badge/qtyutx1448211335.png/small
112120,Giresunspor,https://www.thesportsdb.com/images/media/team/badge/oknjbr1685993859.png/small
110062,Girona,https://www.thesportsdb.com/images/media/team/badge/kfu7zu1659897499.png/small
100632,Go Ahead Eagles,https://www.thesportsdb.com/images/media/team/badge/3hq2cy1685597026.png/small
113298,Goa,https://www.thesportsdb.com/images/media/team/badge/7z8ueq1583254723.png/small
111706,Godoy Cruz,https://www.thesportsdb.com/images/media/team/badge/d3c0ds1517768584.png/small
110832,Granada,https://www.thesportsdb.com/images/media/team/badge/f9iss11677472689.png/small
322,Grasshopper,https://www.thesportsdb.com/images/media/team/badge/hjwlxi1486332675.png/small
1805,Grenoble Foot 38,https://www.thesportsdb.com/images/media/team/badge/x2hcpg1488227785.png/small
92,Grimsby Town,https://www.thesportsdb.com/images/media/team/badge/yyupxs1464537075.png/small
114600,Guabirá,https://www.thesportsdb.com/images/media/team/badge/84bxl51579798562.png/small
114688,Guaireña,https://www.thesportsdb.com/images/media/team/badge/09cg6j1678845419.png/small
111839,Guangzhou Evergrande,https://www.thesportsdb.com/images/media/team/badge/3nkgi61654266984.png/small
112429,Guangzhou R&F,https://www.thesportsdb.com/images/media/team/badge/mvxqhd1654266924.png/small
62,Guingamp,https://www.thesportsdb.com/images/media/team/badge/5iihrp1590259631.png/small
711,Häcken,https://www.thesportsdb.com/images/media/team/badge/zyl9m01523905866.png/small
263,Hajduk Split,https://www.thesportsdb.com/images/media/team/badge/23mvtk1579955412.png/small
110482,Hallescher FC,https://www.thesportsdb.com/images/media/team/badge/xxdkdj1579106317.png/small
28,Hamburger SV,https://www.thesportsdb.com/images/media/team/badge/lko9bw1583341546.png/small
1756,HamKam,https://www.thesportsdb.com/images/media/team/badge/zft1oc1639776721.png/small
708,Hammarby,https://www.thesportsdb.com/images/media/team/badge/3kgg5b1592144695.png/small
112163,Hangzhou,https://www.thesportsdb.com/images/media/team/badge/dhlhdy1654266653.png/small
485,Hannover 96,https://www.thesportsdb.com/images/media/team/badge/tqpqqv1473454148.png/small
27,Hansa Rostock,https://www.thesportsdb.com/images/media/team/badge/g96u1z1660300651.png/small
112222,Harrogate Town,https://www.thesportsdb.com/images/media/team/badge/tf6bfs1599297313.png/small
2017,Hartberg,https://www.thesportsdb.com/images/media/team/badge/72c0xg1578833261.png/small
1941,Hartlepool United,https://www.thesportsdb.com/images/media/team/badge/eh9d4l1689067886.png/small
101028,Hatayspor,https://www.thesportsdb.com/images/media/team/badge/ry2b941601668593.png/small
1463,Haugesund,https://www.thesportsdb.com/images/media/team/badge/vx4q8p1602448530.png/small
80,Hearts,https://www.thesportsdb.com/images/media/team/badge/twqvyt1447597939.png/small
112978,Hebei CFFC,https://www.thesportsdb.com/images/media/team/badge/7oltnf1622562306.png/small
111235,Heidenheim,https://www.thesportsdb.com/images/media/team/badge/lbj7g01608236988.png/small
206,Hellas Verona,https://www.thesportsdb.com/images/media/team/badge/p6camf1593457737.png/small
432,Helsingborg,https://www.thesportsdb.com/images/media/team/badge/xogmss1592144703.png/small
111779,Henan Jianye,https://www.thesportsdb.com/images/media/team/badge/mc9rzf1699122167.png/small
114147,Hermannstadt,https://www.thesportsdb.com/images/media/team/badge/d3xtjz1579793605.png/small
115694,Hermanos Colmenares,https://www.thesportsdb.com/images/media/team/badge/l0nmym1721096932.png/small
166,Hertha BSC,https://www.thesportsdb.com/images/media/team/badge/yjwldp1660681449.png/small
81,Hibernian,https://www.thesportsdb.com/images/media/team/badge/qjys3z1684928969.png/small
100325,HJK,https://www.thesportsdb.com/images/media/team/badge/n7towl1615757839.png/small
576,Holstein Kiel,https://www.thesportsdb.com/images/media/team/badge/1fpmgs1514394524.png/small
1446,Horsens,https://www.thesportsdb.com/images/media/team/badge/xqvssv1473535480.png/small
698,Houston Dynamo,https://www.thesportsdb.com/images/media/team/badge/yvz9dq1707631352.png/small
1939,Huddersfield Town,https://www.thesportsdb.com/images/media/team/badge/y11fin1677527513.png/small
110839,Huesca,https://www.thesportsdb.com/images/media/team/badge/tuxusx1447590509.png/small
1952,Hull City,https://www.thesportsdb.com/images/media/team/badge/fbqqda1601726113.png/small
111711,Huracán,https://www.thesportsdb.com/images/media/team/badge/3cafun1580842587.png/small
113301,Hyderabad,https://www.thesportsdb.com/images/media/team/badge/sc7m161487419327.png/small
319,IFK Göteborg,https://www.thesportsdb.com/images/media/team/badge/7cd24s1726762061.png/small
110765,Incheon United,https://www.thesportsdb.com/images/media/team/badge/2no9nq1579473100.png/small
110093,Independiente,https://www.thesportsdb.com/images/media/team/badge/eki4nd1580842605.png/small
112908,Independiente del Valle,https://www.thesportsdb.com/images/media/team/badge/zc66ar1703174596.png/small
